NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING	62	59		
GOBP_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS	240	236		
GOBP_MEIOTIC_SPINDLE_ASSEMBLY	9		Rejected!	
GOBP_MITOTIC_SPINDLE_ASSEMBLY	74	73		
GOBP_REGULATION_OF_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_FORMATION	19	18		
GOBP_POSITIVE_REGULATION_OF_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_FORMATION	12		Rejected!	
GOBP_REGULATION_OF_PROTEIN_DEACETYLATION	58	58		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEACETYLATION	30	30		
GOBP_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	34	32		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	28	26		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	154	152		
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	44	43		
GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS	34	33		
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	9		Rejected!	
GOBP_REGULATION_OF_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	6		Rejected!	
GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION	58	57		
GOBP_REGULATION_OF_PLATELET_AGGREGATION	30	30		
GOBP_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	24	24		
GOBP_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	16	16		
GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	21	18		
GOBP_REGULATION_OF_HEART_INDUCTION	5		Rejected!	
GOBP_PHAGOSOME_MATURATION	30	30		
GOBP_PHAGOSOME_ACIDIFICATION	7		Rejected!	
GOBP_PHAGOSOME_LYSOSOME_FUSION	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	10		Rejected!	
GOBP_CELLULAR_SENESCENCE	108	103		
GOBP_REPLICATIVE_SENESCENCE	17	17		
GOBP_STRESS_INDUCED_PREMATURE_SENESCENCE	8		Rejected!	
GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	595		Rejected!	
GOBP_ACINAR_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_ACTIVATION_OF_MEIOSIS	6		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEAR_ENVELOPE	12		Rejected!	
GOBP_INTRACELLULAR_GLUTAMATE_HOMEOSTASIS	5		Rejected!	
GOBP_CATECHOLAMINE_UPTAKE	18	17		
GOBP_MESENCHYMAL_CELL_MIGRATION	61	52		
GOBP_ENDOCARDIAL_CUSHION_TO_MESENCHYMAL_TRANSITION	6		Rejected!	
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS	153	152		
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_ENDONUCLEOLYTIC	82	82		
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_EXONUCLEOLYTIC	43	43		
GOBP_EPIBOLY	39	38		
GOBP_SPHINGOLIPID_MEDIATED_SIGNALING_PATHWAY	18	18		
GOBP_PODOCYTE_CELL_MIGRATION	7		Rejected!	
GOBP_VESICLE_TETHERING_INVOLVED_IN_EXOCYTOSIS	9		Rejected!	
GOBP_ACTIN_FILAMENT_REORGANIZATION	11		Rejected!	
GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_INTESTINAL_BARRIER	15	15		
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY	76	73		
GOBP_INFLAMMATORY_RESPONSE_TO_WOUNDING	18	18		
GOBP_SENSORY_ORGAN_MORPHOGENESIS	269	250		
GOBP_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	5		Rejected!	
GOBP_ACTIVATION_OF_GTPASE_ACTIVITY	116	114		
GOBP_MICROGLIAL_CELL_MEDIATED_CYTOTOXICITY	5		Rejected!	
GOBP_MITOCHONDRIAL_TRNA_PROCESSING	11		Rejected!	
GOBP_RESPONSE_TO_OXYGEN_GLUCOSE_DEPRIVATION	8		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_GLUCOSE_DEPRIVATION	5		Rejected!	
GOBP_TELOMERIC_LOOP_DISASSEMBLY	11		Rejected!	
GOBP_WALKING_BEHAVIOR	34	33		
GOBP_CEREBROSPINAL_FLUID_CIRCULATION	15		Rejected!	
GOBP_SCARNA_LOCALIZATION_TO_CAJAL_BODY	5		Rejected!	
GOBP_TELOMERASE_RNA_LOCALIZATION	19	19		
GOBP_ENDOTHELIAL_CELL_MATRIX_ADHESION	8		Rejected!	
GOBP_REVERSIBLE_DIFFERENTIATION	12		Rejected!	
GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_PHENOTYPIC_SWITCHING	5		Rejected!	
GOBP_IMMUNOLOGICAL_MEMORY_PROCESS	17	17		
GOBP_IMMUNOLOGICAL_MEMORY_FORMATION_PROCESS	14		Rejected!	
GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS	88	81		
GOBP_ENERGY_HOMEOSTASIS	45	45		
GOBP_RESPONSE_TO_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR	9		Rejected!	
GOBP_RENAL_PROTEIN_ABSORPTION	7		Rejected!	
GOBP_LYMPHOCYTE_MIGRATION_INTO_LYMPHOID_ORGANS	9		Rejected!	
GOBP_DENDRITIC_CELL_DIFFERENTIATION	47	47		
GOBP_MATURE_CONVENTIONAL_DENDRITIC_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION	62	60		
GOBP_PROTEIN_LINEAR_POLYUBIQUITINATION	5		Rejected!	
GOBP_DENDRITIC_CELL_APOPTOTIC_PROCESS	12		Rejected!	
GOBP_MOTOR_NEURON_APOPTOTIC_PROCESS	21	20		
GOBP_TYPE_B_PANCREATIC_CELL_APOPTOTIC_PROCESS	10		Rejected!	
GOBP_L_KYNURENINE_METABOLIC_PROCESS	7		Rejected!	
GOBP_DENDRITIC_SPINE_MAINTENANCE	21	20		
GOBP_NCRNA_EXPORT_FROM_NUCLEUS	9		Rejected!	
GOBP_ANTERIOR_HEAD_DEVELOPMENT	7		Rejected!	
GOBP_RESPONSE_TO_THYROID_HORMONE	30	29		
GOBP_CELLULAR_RESPONSE_TO_THYROID_HORMONE_STIMULUS	18	18		
GOBP_RESPONSE_TO_THYROXINE	5		Rejected!	
GOBP_DUCTUS_ARTERIOSUS_CLOSURE	5		Rejected!	
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DEVELOPMENT	12		Rejected!	
GOBP_PRESYNAPTIC_MEMBRANE_ORGANIZATION	10		Rejected!	
GOBP_SYNAPTIC_VESICLE_CLUSTERING	16		Rejected!	
GOBP_CRANIOFACIAL_SUTURE_MORPHOGENESIS	18	17		
GOBP_POSTSYNAPTIC_MEMBRANE_ASSEMBLY	10		Rejected!	
GOBP_POSTSYNAPTIC_DENSITY_ASSEMBLY	22	22		
GOBP_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING	10		Rejected!	
GOBP_GEPHYRIN_CLUSTERING_INVOLVED_IN_POSTSYNAPTIC_DENSITY_ASSEMBLY	5		Rejected!	
GOBP_POSTSYNAPTIC_DENSITY_PROTEIN_95_CLUSTERING	8		Rejected!	
GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE	61	57		
GOBP_NEURONAL_STEM_CELL_POPULATION_MAINTENANCE	23	22		
GOBP_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	15		Rejected!	
GOBP_GABAERGIC_NEURON_DIFFERENTIATION	17	16		
GOBP_AMMONIUM_ION_METABOLIC_PROCESS	23	23		
GOBP_MESENCHYMAL_STEM_CELL_PROLIFERATION	8		Rejected!	
GOBP_EPOXIDE_METABOLIC_PROCESS	5		Rejected!	
GOBP_RUFFLE_ASSEMBLY	44	44		
GOBP_AMELOGENESIS	25	23		
GOBP_DENTINOGENESIS	7		Rejected!	
GOBP_APOPTOTIC_SIGNALING_PATHWAY	608		Rejected!	
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	227	219		
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	301	298		
GOBP_EXECUTION_PHASE_OF_APOPTOSIS	74	71		
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS	10		Rejected!	
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	19	19		
GOBP_RENAL_FILTRATION	31	27		
GOBP_RESPONSE_TO_GONADOTROPIN_RELEASING_HORMONE	7		Rejected!	
GOBP_LYSOSOMAL_MEMBRANE_ORGANIZATION	15	15		
GOBP_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE	124	117		
GOBP_CHROMOSOME_ATTACHMENT_TO_THE_NUCLEAR_ENVELOPE	6		Rejected!	
GOBP_HEMATOPOIETIC_STEM_CELL_MIGRATION_TO_BONE_MARROW	5		Rejected!	
GOBP_AMYLOID_BETA_CLEARANCE	39	36		
GOBP_MITOCHONDRIAL_RESPIRASOME_ASSEMBLY	11		Rejected!	
GOBP_RENAL_TUBULAR_SECRETION	30	27		
GOBP_SELF_PROTEOLYSIS	12		Rejected!	
GOBP_OMEGA_HYDROXYLASE_P450_PATHWAY	11		Rejected!	
GOBP_AMMONIUM_HOMEOSTASIS	6		Rejected!	
GOBP_COMPLEMENT_DEPENDENT_CYTOTOXICITY	14		Rejected!	
GOBP_KERATINOCYTE_APOPTOTIC_PROCESS	7		Rejected!	
GOBP_HEPATOCYTE_APOPTOTIC_PROCESS	20	18		
GOBP_XMP_METABOLIC_PROCESS	7		Rejected!	
GOBP_PROGRAMMED_NECROTIC_CELL_DEATH	53	52		
GOBP_RESPONSE_TO_ALCOHOL	253	243		
GOBP_CELLULAR_RESPONSE_TO_ALCOHOL	98	96		
GOBP_PLASMA_MEMBRANE_TUBULATION	20	20		
GOBP_MELANOCYTE_PROLIFERATION	5		Rejected!	
GOBP_ZYMOGEN_INHIBITION	8		Rejected!	
GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION	37	37		
GOBP_NEUTROPHIL_CLEARANCE	5		Rejected!	
GOBP_AUTOPHAGOSOME_MATURATION	63	62		
GOBP_PRENYLATION	12		Rejected!	
GOBP_CHORIONIC_TROPHOBLAST_CELL_PROLIFERATION	5		Rejected!	
GOBP_RESPONSE_TO_INTERLEUKIN_17	17	16		
GOBP_INTERLEUKIN_17_MEDIATED_SIGNALING_PATHWAY	11		Rejected!	
GOBP_SYNAPTIC_VESICLE_LUMEN_ACIDIFICATION	16	16		
GOBP_NEUROBLAST_MIGRATION	6		Rejected!	
GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY	6		Rejected!	
GOBP_LIVER_REGENERATION	30	30		
GOBP_PROTEIN_MATURATION_BY_IRON_SULFUR_CLUSTER_TRANSFER	16	16		
GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION	813		Rejected!	
GOBP_UBIQUITIN_DEPENDENT_GLYCOPROTEIN_ERAD_PATHWAY	5		Rejected!	
GOBP_PROGRAMMED_CELL_DEATH_IN_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	16	16		
GOBP_MOTOR_NEURON_MIGRATION	13		Rejected!	
GOBP_SYNAPTIC_VESICLE_LOCALIZATION	54	51		
GOBP_DENDRITE_EXTENSION	36	35		
GOBP_NEURON_PROJECTION_GUIDANCE	225	214		
GOBP_REGULATION_OF_VESICLE_SIZE	19	19		
GOBP_PROTEIN_LOCALIZATION_TO_NON_MOTILE_CILIUM	13		Rejected!	
GOBP_RECEPTOR_LOCALIZATION_TO_NON_MOTILE_CILIUM	5		Rejected!	
GOBP_STRESS_RESPONSE_TO_METAL_ION	7		Rejected!	
GOBP_MANNOSYLATION	35	35		
GOBP_SIALYLATION	21	20		
GOBP_NECROPTOTIC_SIGNALING_PATHWAY	8		Rejected!	
GOBP_MYELOID_LEUKOCYTE_MIGRATION	242	242		
GOBP_GRANULOCYTE_MIGRATION	156	156		
GOBP_MAST_CELL_MIGRATION	15	15		
GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL	201	189		
GOBP_VACUOLE_FUSION	12		Rejected!	
GOBP_SEQUESTERING_OF_IRON_ION	7		Rejected!	
GOBP_LAMELLIPODIUM_ORGANIZATION	91	91		
GOBP_POTASSIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	20	18		
GOBP_L_ARGININE_IMPORT_ACROSS_PLASMA_MEMBRANE	7		Rejected!	
GOBP_CALCITONIN_FAMILY_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_AMYLIN_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_CLASSICAL_NONHOMOLOGOUS_END_JOINING	6		Rejected!	
GOBP_HISTONE_H3_K4_MONOMETHYLATION	8		Rejected!	
GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	185	178		
GOBP_CONNECTIVE_TISSUE_REPLACEMENT	21	19		
GOBP_CALCINEURIN_MEDIATED_SIGNALING	49	46		
GOBP_SPERM_MOTILITY	131	121		
GOBP_DE_NOVO_CENTRIOLE_ASSEMBLY	5		Rejected!	
GOBP_SKELETAL_MUSCLE_FIBER_DIFFERENTIATION	7		Rejected!	
GOBP_HISTONE_H3_K27_TRIMETHYLATION	9		Rejected!	
GOBP_CENTRIOLE_ASSEMBLY	47	47		
GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	1169		Rejected!	
GOBP_DETECTION_OF_OTHER_ORGANISM	19	19		
GOBP_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS	24	24		
GOBP_CELLULAR_RESPONSE_TO_VIRUS	85	81		
GOBP_OBSERVATIONAL_LEARNING	7		Rejected!	
GOBP_LEARNED_VOCALIZATION_BEHAVIOR_OR_VOCAL_LEARNING	9		Rejected!	
GOBP_CELL_CELL_ADHESION	953		Rejected!	
GOBP_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT	860		Rejected!	
GOBP_IMPORT_INTO_CELL	266	249		
GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	124	117		
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	13		Rejected!	
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	11		Rejected!	
GOBP_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	28	28		
GOBP_NEUROTRANSMITTER_LOADING_INTO_SYNAPTIC_VESICLE	8		Rejected!	
GOBP_CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	54	46		
GOBP_CARBOHYDRATE_IMPORT_ACROSS_PLASMA_MEMBRANE	6		Rejected!	
GOBP_GLUCOSE_IMPORT_ACROSS_PLASMA_MEMBRANE	5		Rejected!	
GOBP_IRON_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	5		Rejected!	
GOBP_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE	17	16		
GOBP_LEUCINE_IMPORT_ACROSS_PLASMA_MEMBRANE	5		Rejected!	
GOBP_SODIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	25	22		
GOBP_MAINTENANCE_OF_CELL_NUMBER	181	174		
GOBP_MACROMOLECULE_DEACYLATION	132	130		
GOBP_MACROMOLECULE_DEPALMITOYLATION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	5		Rejected!	
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE	213	198		
GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	280	258		
GOBP_CELL_AGGREGATION	24	22		
GOBP_BONE_CELL_DEVELOPMENT	41	41		
GOBP_DETOXIFICATION	144	133		
GOBP_RESPONSE_TO_INTERLEUKIN_7	15	15		
GOBP_INORGANIC_ION_HOMEOSTASIS	543		Rejected!	
GOBP_SKIN_EPIDERMIS_DEVELOPMENT	121	117		
GOBP_POSITIVE_REGULATION_OF_MITOPHAGY_IN_RESPONSE_TO_MITOCHONDRIAL_DEPOLARIZATION	10		Rejected!	
GOBP_RESPONSE_TO_MITOCHONDRIAL_DEPOLARISATION	21	20		
GOBP_NCRNA_TRANSCRIPTION	65	64		
GOBP_MRNA_CLEAVAGE_INVOLVED_IN_MRNA_PROCESSING	13		Rejected!	
GOBP_XENOPHAGY	13		Rejected!	
GOBP_REGULATION_OF_RENAL_SYSTEM_PROCESS	34	31		
GOBP_NEUROTRANSMITTER_REUPTAKE	35	35		
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	342	337		
GOBP_SPONTANEOUS_SYNAPTIC_TRANSMISSION	14		Rejected!	
GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	45	43		
GOBP_MODULATION_OF_INHIBITORY_POSTSYNAPTIC_POTENTIAL	7		Rejected!	
GOBP_FOLATE_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_INTESTINAL_LIPID_ABSORPTION	22	22		
GOBP_BONE_GROWTH	32	29		
GOBP_CELLULAR_OXIDANT_DETOXIFICATION	99	92		
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE	150	144		
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_TO_PLASMA_MEMBRANE	17	16		
GOBP_MAINTENANCE_OF_POSTSYNAPTIC_SPECIALIZATION_STRUCTURE	9		Rejected!	
GOBP_SYNAPSE_PRUNING	15	15		
GOBP_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	23	22		
GOBP_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	10		Rejected!	
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_ENDOSOME_TO_POSTSYNAPTIC_MEMBRANE	11		Rejected!	
GOBP_REGULATION_OF_ACTION_POTENTIAL	61	56		
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	31	30		
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	6		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL	10		Rejected!	
GOBP_REGULATION_OF_SA_NODE_CELL_ACTION_POTENTIAL	7		Rejected!	
GOBP_REGULATION_OF_NEURONAL_ACTION_POTENTIAL	5		Rejected!	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_REGULATION_OF_CONTRACTION	8		Rejected!	
GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	12		Rejected!	
GOBP_MEMBRANE_REPOLARIZATION_DURING_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	7		Rejected!	
GOBP_MEMBRANE_REPOLARIZATION_DURING_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	17	16		
GOBP_RETROGRADE_TRANS_SYNAPTIC_SIGNALING	10		Rejected!	
GOBP_RETROGRADE_TRANS_SYNAPTIC_SIGNALING_BY_LIPID	5		Rejected!	
GOBP_POSTSYNAPTIC_SIGNAL_TRANSDUCTION	39	37		
GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS	47	46		
GOBP_AXONAL_TRANSPORT	66	66		
GOBP_DENDRITIC_TRANSPORT	13		Rejected!	
GOBP_ANTEROGRADE_DENDRITIC_TRANSPORT	9		Rejected!	
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_POSTSYNAPTIC_ENDOSOME_TO_LYSOSOME	7		Rejected!	
GOBP_RECEPTOR_DIFFUSION_TRAPPING	10		Rejected!	
GOBP_ANTEROGRADE_AXONAL_TRANSPORT_OF_MITOCHONDRION	6		Rejected!	
GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	21	20		
GOBP_ANTEROGRADE_DENDRITIC_TRANSPORT_OF_NEUROTRANSMITTER_RECEPTOR_COMPLEX	5		Rejected!	
GOBP_POSTSYNAPTIC_ACTIN_CYTOSKELETON_ORGANIZATION	11		Rejected!	
GOBP_EXCITATORY_CHEMICAL_SYNAPTIC_TRANSMISSION	10		Rejected!	
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	221	209		
GOBP_CALMODULIN_DEPENDENT_KINASE_SIGNALING_PATHWAY	9		Rejected!	
GOBP_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	18	18		
GOBP_NEURONAL_DENSE_CORE_VESICLE_EXOCYTOSIS	7		Rejected!	
GOBP_VESICLE_TETHERING	31	31		
GOBP_SPHINGOLIPID_TRANSLOCATION	5		Rejected!	
GOBP_VESICLE_TETHERING_TO_GOLGI	5		Rejected!	
GOBP_POSTSYNAPSE_ASSEMBLY	40	39		
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS	88	83		
GOBP_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION	44	44		
GOBP_ION_CHANNEL_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	11		Rejected!	
GOBP_MICROTUBULE_BASED_TRANSPORT	213	203		
GOBP_TRNA_5_END_PROCESSING	16	16		
GOBP_MICROTUBULE_BASED_PROTEIN_TRANSPORT	14		Rejected!	
GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	16	15		
GOBP_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	14		Rejected!	
GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ASSEMBLY	11		Rejected!	
GOBP_REGULATION_OF_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	7		Rejected!	
GOBP_POSTSYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	29	29		
GOBP_PRESYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	34	33		
GOBP_PRESYNAPSE_ORGANIZATION	53	51		
GOBP_POSTSYNAPSE_ORGANIZATION	185	178		
GOBP_REGULATION_OF_PRESYNAPSE_ORGANIZATION	34	33		
GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	97	92		
GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	488	463		
GOBP_POSTSYNAPTIC_CYTOSKELETON_ORGANIZATION	14		Rejected!	
GOBP_VESICLE_FUSION_TO_PLASMA_MEMBRANE	23	23		
GOBP_REGULATION_OF_PRESYNAPTIC_MEMBRANE_POTENTIAL	30	27		
GOBP_REGULATION_OF_PRESYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	17	17		
GOBP_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT	19	19		
GOBP_ACTIN_FILAMENT_BASED_TRANSPORT	21	21		
GOBP_VESICLE_CYTOSKELETAL_TRAFFICKING	72	72		
GOBP_POSTSYNAPSE_TO_NUCLEUS_SIGNALING_PATHWAY	7		Rejected!	
GOBP_SYNAPTIC_VESICLE_ENDOSOMAL_PROCESSING	7		Rejected!	
GOBP_SYNAPTIC_SIGNALING	783		Rejected!	
GOBP_SYNAPTIC_SIGNALING_VIA_NEUROPEPTIDE	6		Rejected!	
GOBP_TRANS_SYNAPTIC_SIGNALING_BY_LIPID	7		Rejected!	
GOBP_TRANS_SYNAPTIC_SIGNALING_BY_TRANS_SYNAPTIC_COMPLEX	8		Rejected!	
GOBP_TRANS_SYNAPTIC_SIGNALING_MODULATING_SYNAPTIC_TRANSMISSION	12		Rejected!	
GOBP_MAINTENANCE_OF_SYNAPSE_STRUCTURE	27	26		
GOBP_SYNAPTIC_MEMBRANE_ADHESION	27	27		
GOBP_MAINTENANCE_OF_POSTSYNAPTIC_DENSITY_STRUCTURE	5		Rejected!	
GOBP_MODIFICATION_OF_SYNAPTIC_STRUCTURE	26	26		
GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	132	125		
GOBP_REGULATION_OF_POSTSYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	11		Rejected!	
GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	136	123		
GOBP_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	30	28		
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	63	61		
GOBP_PROTEIN_LOCALIZATION_TO_AXON	9		Rejected!	
GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	40	37		
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	29	26		
GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	11		Rejected!	
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	29	26		
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT	26	24		
GOBP_ENDOSOME_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	17	16		
GOBP_AXO_DENDRITIC_PROTEIN_TRANSPORT	9		Rejected!	
GOBP_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	25	24		
GOBP_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION	54	50		
GOBP_MITOTIC_NUCLEAR_MEMBRANE_ORGANIZATION	9		Rejected!	
GOBP_INTESTINAL_HEXOSE_ABSORPTION	5		Rejected!	
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_WOUNDING	6		Rejected!	
GOBP_NEURON_PROJECTION_ORGANIZATION	90	87		
GOBP_PROTEIN_MATURATION_BY_4FE_4S_CLUSTER_TRANSFER	7		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS	13		Rejected!	
GOBP_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	41	39		
GOBP_NEGATIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	21	21		
GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	15	15		
GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	12		Rejected!	
